0.029991373,-0.039875697,-0.115854755,-41
0.03036066,-0.039075352,-0.11549742,-41
0.03096545,-0.03815586,-0.11500641,-41
0.031788256,-0.037278954,-0.11437142,-41
0.03286398,-0.036341358,-0.113565676,-41
0.034166016,-0.03525071,-0.112641305,-41
0.03557216,-0.03399834,-0.11169538,-42
0.036638334,-0.033026274,-0.110987104,-42
0.038412232,-0.031587042,-0.10980405,-42
0.039823297,-0.030598236,-0.10882855,-41
0.040829204,-0.029881958,-0.10814568,-41
0.042023282,-0.02894802,-0.107337974,-41
0.043073937,-0.028133253,-0.10663627,-41
0.04402022,-0.027427986,-0.10602913,-41
0.044933382,-0.026773239,-0.10548852,-41
0.04582313,-0.02614977,-0.10500677,-41
0.04666755,-0.025599448,-0.10459878,-41
0.047459755,-0.02514454,-0.10427507,-41
0.048232175,-0.024708172,-0.10400457,-41
0.048969716,-0.024235832,-0.103810795,-41
0.049707245,-0.023794148,-0.10365643,-41
0.05074773,-0.023353327,-0.10343951,-41
0.05199708,-0.022839092,-0.10315222,-41
0.05339689,-0.022101628,-0.10282447,-41
0.055055067,-0.020985577,-0.10245903,-41
0.057208452,-0.019267458,-0.1019624,-41
0.059636667,-0.016989673,-0.10139419,-41
0.062105443,-0.014356233,-0.100774586,-41
0.06437954,-0.011632451,-0.10014003,-41
0.06625112,-0.008861745,-0.09949999,-41
0.06774938,-0.005759293,-0.09878404,-41
0.06852723,-0.0026832963,-0.09805331,-41
0.06853672,3.104781E-4,-0.09725251,-41
0.06779121,0.0032701115,-0.096321724,-41
0.06625934,0.0062507,-0.09527761,-41
0.0639695,0.009206275,-0.09421183,-41
0.061217263,0.011873626,-0.09315224,-41
0.058828726,0.013718994,-0.09231603,-41
0.055522576,0.015760448,-0.09120313,-41
0.051494706,0.017572703,-0.08986109,-41
0.046949744,0.018874189,-0.08836013,-41
0.04199547,0.019490069,-0.08673357,-41
0.03532399,0.019110687,-0.08459547,-41
0.030838821,0.018146465,-0.08328972,-41
0.024628779,0.016125813,-0.081704535,-41
0.018404055,0.013426971,-0.08038513,-41
0.01209352,0.0100564435,-0.07934108,-42
0.0057899896,0.006122866,-0.07862253,-42
-2.7171905E-5,0.0020284753,-0.078323856,-42
-0.005720951,-0.0023236813,-0.07852762,-42
-0.011522574,-0.0069496846,-0.07921712,-42
-0.017290482,-0.011903155,-0.08024798,-42
-0.02274249,-0.017184459,-0.081460245,-42
-0.027885035,-0.022853091,-0.08268241,-42
-0.03250253,-0.028708486,-0.08374828,-42
-0.036444485,-0.03450674,-0.084646404,-42
-0.039948896,-0.040452775,-0.08539897,-42
-0.042195797,-0.045069057,-0.08579951,-43
-0.04516652,-0.053181928,-0.086285114,-43
-0.046926003,-0.059151605,-0.08666252,-43
-0.048341278,-0.06498944,-0.08704399,-43
-0.04903713,-0.06942663,-0.08734112,-43
-0.049455993,-0.0754488,-0.08770417,-43
